Customer_ID,Credit_Score,Income,Age,Loan_Amount,Loan_Term_Months,Rent_Payments,Utility_Payments_On_Time,Mobile_Phone_Payment_On_Time,Social_Media_Activity_Score,Transaction_Behavior_Score
558,444,73331,50,7591,12,2384,True,True,8,63
559,384,68901,27,26833,12,1720,True,True,81,51
560,377,119986,67,12826,48,1084,True,True,52,9
561,756,83416,57,27417,48,2094,True,False,91,13
562,300,52196,38,19693,12,1251,False,False,33,40
563,350,148386,45,15138,60,2037,True,True,81,55
564,745,25626,28,3169,12,1972,False,True,42,79
565,748,27424,51,19556,24,859,True,True,76,43
566,787,32857,25,23052,36,2223,True,True,27,44
567,333,130459,39,7313,60,1318,True,True,8,68
568,647,135621,25,9315,24,529,True,True,23,33
569,394,39982,66,9036,60,2302,False,True,64,24
570,371,96961,32,32778,24,607,True,True,93,36
571,453,21980,34,28734,36,1343,True,True,20,10
572,549,68290,40,24173,36,2458,True,False,16,20
573,737,46431,41,31403,48,2125,True,True,17,75
574,417,104976,62,1785,24,1216,True,True,80,12
575,605,127288,36,7139,48,1390,True,True,19,62
576,567,102711,22,7344,24,2491,True,True,8,18
577,353,134187,49,19800,48,2482,True,False,38,94
578,535,46385,61,26372,36,1459,True,True,38,63
579,688,58158,18,21538,60,1968,True,True,53,84
580,700,43019,40,15973,48,1392,True,True,93,25
581,602,38639,54,6619,24,1961,True,True,90,12
582,506,105530,25,35704,24,1231,True,True,31,21
583,528,119911,30,37575,36,2413,True,True,44,25
584,374,41563,25,40919,24,1105,True,True,60,11
585,734,59341,40,43261,12,956,True,True,76,64
586,402,135672,60,46123,60,1114,False,True,17,73
587,721,25776,18,28716,48,2258,True,True,79,50
588,605,56444,62,4236,60,1197,True,True,73,62
589,397,88916,68,16848,36,2219,True,True,39,89
590,634,28711,41,3352,48,2018,True,False,42,99
591,734,94318,52,2932,48,1173,True,False,48,96
592,746,102970,41,11913,12,1770,False,True,12,49
593,607,132301,34,9556,36,1042,True,True,96,14
594,548,105553,22,22300,24,2087,True,True,89,1
595,465,50707,37,6498,12,1356,True,True,18,81
596,780,59110,38,11582,12,2111,True,True,79,25
597,634,149410,57,47633,60,1396,True,True,96,59
598,841,81788,48,10569,60,1962,True,True,6,72
599,405,102879,63,5857,60,777,True,True,43,69
600,380,58827,53,1340,12,1051,True,False,35,5
601,432,127188,28,44949,24,2136,True,True,98,99
602,437,25655,69,17766,48,610,True,True,54,19
603,483,64859,32,27132,60,884,True,True,62,23
604,700,73625,36,9491,24,2356,True,True,69,9
605,629,72098,24,1138,36,1260,True,False,82,94
606,807,35251,68,1358,60,1714,True,True,16,50
607,368,142413,45,10714,48,2013,True,True,8,16
608,845,20526,68,20840,36,1193,False,True,89,33
609,352,88760,60,35395,36,1949,True,True,96,2
610,749,67837,22,31654,48,904,True,True,90,14
611,504,145133,22,26879,60,1858,True,True,86,1
612,425,149478,47,16996,12,1732,True,True,31,90
613,342,31536,49,38772,48,521,True,True,10,58
614,410,48541,25,27762,48,1177,True,True,56,89
615,482,99083,27,14283,48,1110,True,True,76,16
616,394,71027,55,40420,36,1731,True,True,92,79
617,673,54531,64,20554,24,507,True,True,70,90
618,819,28712,49,21219,12,1201,True,True,20,47
619,659,124101,65,35919,60,2210,False,True,5,44
620,580,85455,45,10429,60,2308,True,True,23,80
621,494,94744,34,47840,24,1028,True,True,9,14
622,494,141787,48,45695,48,1101,True,True,58,93
623,392,149749,25,40673,12,2176,True,True,59,24
624,360,25109,57,20218,60,1156,False,True,93,55
625,350,141332,42,13452,60,665,True,True,80,15
626,702,69268,26,49980,48,1348,True,True,54,83
627,304,120737,19,19951,24,995,True,True,46,72
628,765,74615,32,2307,12,1089,True,True,22,34
629,833,102503,67,15852,24,928,True,True,64,2
630,704,143274,20,26232,24,1273,True,True,8,27
631,812,49759,66,36428,12,662,True,True,20,74
632,532,105708,53,44171,12,865,True,True,51,99
633,823,80112,21,27485,60,2049,True,True,78,87
634,645,122471,31,11238,60,1762,True,True,39,72
635,345,146740,58,39975,12,571,True,True,37,92
636,845,143153,58,2140,36,1968,True,True,50,23
637,377,46589,42,25842,60,1154,True,True,34,68
638,372,50015,67,27421,36,2345,True,True,75,14
639,548,49009,27,2708,12,2032,True,True,33,63
640,346,103309,38,4630,60,2318,True,True,31,93
641,420,146446,53,20595,24,768,True,False,54,65
642,513,82046,29,11485,12,2276,True,False,44,68
643,538,126661,44,29308,48,914,True,True,34,63
644,355,46143,57,45789,36,1768,True,True,71,96
645,649,26154,19,27086,12,1515,True,True,62,97
646,406,41804,30,17859,12,1174,True,True,23,90
647,347,61688,49,8684,60,1583,True,True,46,81
648,636,84288,48,26552,60,505,True,True,56,87
649,325,71195,33,2207,60,2232,True,True,7,64
650,556,40581,49,47099,48,1481,True,True,89,32
651,307,72648,49,2960,60,1069,True,True,61,79
652,552,50087,51,1557,12,2340,True,True,3,13
653,602,69930,28,30689,60,906,True,True,38,66
654,355,52981,27,49651,24,1740,True,False,84,19
655,825,89298,32,14893,60,2453,True,True,34,24
656,773,66167,34,33272,48,525,True,True,44,88
657,327,95304,57,1882,24,2338,True,True,30,11
658,377,63408,35,38529,12,1528,True,False,17,59
659,515,59499,26,39635,12,1485,True,True,59,86
660,685,145816,42,30535,36,2055,True,True,10,15
661,664,72269,57,13869,24,889,False,True,99,10
662,825,58559,31,8166,36,1209,True,True,84,41
663,611,134126,42,13982,24,1070,True,True,18,27
664,306,94319,67,41697,24,1971,True,True,45,60
665,302,131925,39,39115,48,1253,True,True,91,73
666,662,115317,69,8269,36,645,False,False,59,52
667,807,116347,47,29064,48,1911,True,True,62,28
668,573,68787,37,14527,24,1284,True,True,59,65
669,805,55488,38,3454,12,1772,True,True,49,17
670,314,94441,61,21878,24,1025,True,True,63,95
671,491,94663,49,13991,48,1985,True,False,87,44
672,784,42431,68,3808,36,512,True,True,32,10
673,327,81681,63,40410,36,1402,False,True,10,63
674,338,83483,66,37593,48,883,True,True,11,93
675,572,142720,38,37304,36,1055,True,True,70,82
676,530,69153,52,31386,60,1386,True,True,62,47
677,385,26368,49,49077,12,1922,True,True,47,38
678,773,47424,47,4802,12,518,True,True,34,70
679,425,132360,56,29753,12,1074,True,True,17,76
680,836,65004,66,22083,36,2014,True,True,54,53
681,444,103869,29,19354,36,1250,True,True,76,78
682,824,108652,58,23190,24,1503,True,False,85,44
683,511,132755,64,7142,24,918,False,True,40,74
684,324,76985,35,29398,12,1860,True,True,19,54
685,693,70069,38,42862,60,918,True,True,67,20
686,366,72326,30,34132,24,2438,True,True,82,79
687,532,128737,38,20503,24,2439,True,True,53,31
688,408,101061,25,49456,36,2135,True,False,64,7
689,445,43398,63,35631,60,2198,True,True,83,58
690,410,118393,57,17499,12,2451,True,False,47,10
691,527,70861,63,40852,24,621,True,True,6,10
692,410,95897,24,9016,60,931,True,True,16,39
693,769,101905,40,3384,60,543,True,False,72,28
694,333,147118,61,16072,12,2395,True,True,18,30
695,668,88577,49,37703,60,2443,True,False,52,37
696,724,85641,28,46895,60,1840,True,True,48,67
697,817,29078,39,15482,60,880,True,False,43,43
698,581,45003,39,41510,24,644,True,True,39,79
699,619,82768,60,49933,12,1850,True,True,49,85
700,742,71047,42,22826,60,862,True,True,12,52
701,614,91626,39,3490,60,1573,False,True,10,56
702,676,77660,45,47092,24,1588,True,True,71,76
703,588,124386,46,26518,12,854,False,True,55,68
704,736,69786,30,25045,36,1299,True,True,1,9
705,576,21925,35,27910,24,1687,True,True,49,92
706,802,103976,19,25566,12,1664,True,True,36,23
707,815,125221,46,34905,60,2489,True,True,21,63
708,649,137832,38,28103,12,1325,True,True,37,61
709,745,145150,32,37188,12,1651,True,True,24,40
710,649,46015,69,6845,12,897,False,True,55,44
711,436,53320,44,22162,36,2456,True,True,25,86
712,542,84881,67,37674,12,1379,True,True,7,24
713,842,110827,48,20337,36,962,True,False,81,51
714,339,140071,32,23313,60,2274,True,True,93,58
715,528,122215,68,27943,36,2359,True,True,94,90
716,847,46289,40,13413,60,1307,True,True,71,94
717,522,148859,41,1276,60,686,False,True,97,33
718,305,23389,61,18611,36,2243,True,True,71,16
719,621,45683,30,40105,24,1231,True,True,24,22
720,767,33629,39,12944,48,2435,True,True,11,57
721,374,81550,60,16906,12,1713,True,True,73,62
722,303,44826,54,21536,48,1911,True,True,12,82
723,417,120734,50,28810,12,928,True,True,35,71
724,803,46630,20,13306,12,1357,True,False,63,90
725,740,118762,36,11503,60,1807,True,True,68,72
726,493,66163,40,20225,12,2387,True,True,92,70
727,691,118511,46,37976,12,736,False,False,57,30
728,325,86435,47,12590,36,1717,True,True,13,23
729,734,31653,56,11886,48,1810,True,True,23,32
730,472,47961,61,13866,36,1270,True,True,83,86
731,599,101941,64,2088,12,1257,True,False,39,57
732,625,94137,42,4363,60,635,True,False,88,9
733,709,53662,54,33792,36,1291,True,True,80,31
734,417,118818,64,10764,36,2306,True,True,97,71
735,524,76446,25,21620,24,670,True,True,12,9
736,831,41288,59,43727,12,658,True,True,34,13
737,412,142555,33,13935,60,700,True,True,71,58
738,439,115081,25,9068,36,2010,True,False,75,3
739,300,56877,18,8295,36,2080,True,True,31,35
740,389,131562,61,42160,60,1461,True,True,93,97
741,619,35313,22,12390,12,2299,True,True,62,21
742,849,100885,20,42216,24,1082,True,True,13,64
743,438,92715,18,21131,36,2027,False,True,31,95
744,810,30326,21,30218,24,1375,True,True,2,52
745,558,130091,57,11433,48,870,False,False,15,34
746,309,145836,52,16038,12,602,True,False,57,96
747,560,21560,49,29182,48,1501,True,True,75,35
748,471,99148,59,12528,48,1648,True,False,34,15
749,312,103186,51,22281,48,1836,False,True,68,96
750,467,46745,60,49511,12,1475,True,True,75,6
751,620,51890,42,9605,12,1297,True,True,29,85
752,618,40022,27,35782,60,1981,True,True,66,97
753,628,143629,38,2381,24,1753,True,False,16,32
754,849,72579,63,2098,24,1157,True,True,39,52
755,718,90316,56,20810,60,1381,True,True,77,83
756,394,103847,44,25322,60,1720,True,True,37,97
757,617,48380,44,42869,48,2408,True,True,81,28
758,535,130198,19,33955,60,1232,True,True,21,95
759,633,22356,58,45716,36,922,True,True,44,85
760,675,90326,65,11207,24,1071,True,True,19,98
761,758,112447,30,22793,60,2133,True,True,71,64
762,436,134994,26,3092,36,670,True,True,8,79
763,846,109899,69,29220,36,1905,True,True,77,78
764,812,40049,53,19514,36,672,True,True,66,19
765,595,95717,39,39010,36,1162,True,True,41,15
766,619,125361,59,9549,48,952,True,True,75,6
767,648,36082,43,23031,36,849,True,True,88,73
768,528,20661,29,6185,48,2425,True,True,70,84
769,569,57412,34,16271,48,2475,True,False,61,98
770,590,134015,31,6776,36,2157,True,True,26,38
771,464,143191,31,13449,24,993,False,True,71,26
772,304,22920,51,25297,36,1119,True,False,83,82
773,678,111194,37,41591,36,1527,True,True,70,92
774,377,134306,28,16717,36,1616,True,True,29,51
775,709,80315,33,41123,24,1418,False,True,66,73
776,431,99561,68,40233,12,505,True,False,19,96
777,341,28946,48,46505,12,787,True,False,68,53
778,388,114242,23,47092,48,2141,True,True,58,56
779,701,65500,36,11350,48,1669,True,True,70,59
780,595,124540,54,31622,24,2306,True,True,57,70
781,594,36309,21,36323,60,1947,True,False,37,78
782,825,75230,64,3951,12,2413,True,False,61,92
783,721,131822,21,18622,48,1107,True,True,92,58
784,322,118656,37,5727,12,956,True,True,30,88
785,442,143782,27,39454,24,2264,True,True,71,13
786,444,50027,41,37469,24,1725,False,True,73,43
787,524,146768,52,36548,60,1735,True,True,25,76
788,802,92541,43,24782,60,1529,True,True,97,51
789,403,132340,54,29454,24,1123,True,True,65,19
790,338,134846,55,3368,48,875,True,True,6,21
791,497,79321,38,16592,12,2414,False,False,18,91
792,690,20956,57,23173,36,946,True,True,10,83
793,478,120375,56,34204,60,1334,True,True,92,24
794,747,94131,38,36596,36,1629,True,True,11,26
795,799,67908,27,35324,48,2174,True,False,97,45
796,314,98339,55,47132,60,1310,True,True,65,28
797,588,145659,63,24864,36,1924,True,True,77,82
798,777,45963,21,48829,48,1619,True,True,84,29
799,530,121757,62,31750,12,1911,False,True,65,17
800,719,59443,37,11576,48,1458,False,True,52,68
801,456,119259,34,17566,60,1975,True,True,67,44
802,849,59063,24,8190,24,1348,True,False,82,61
803,740,134225,21,24071,12,1308,True,True,78,93
804,396,136400,46,39333,36,1478,True,True,31,68
805,710,100818,31,16369,60,2424,True,True,91,74
806,588,24703,20,25035,24,915,True,True,17,25
807,553,85128,41,2589,48,1225,True,True,55,95
808,495,92099,54,26235,24,2027,True,True,93,67
809,821,45849,33,1159,60,953,True,True,36,2
810,816,51860,69,13145,60,1814,True,True,26,89
811,417,51585,21,16373,24,2057,True,True,53,49
812,458,42015,41,32921,48,1716,True,True,17,70
813,527,97539,51,40323,24,649,True,True,86,26
814,515,63585,47,17237,60,2403,True,False,25,72
815,314,46958,35,42971,60,1258,True,True,2,99
816,456,46017,36,9244,36,1278,True,True,86,27
817,560,96707,48,15743,36,1472,True,True,5,89
818,456,144677,36,32566,12,1262,True,True,4,18
819,346,65350,66,47101,60,1501,True,True,36,54
820,623,32201,63,47109,36,2038,True,False,6,1
821,429,49426,36,19691,24,1916,True,True,21,61
822,710,37778,39,34996,48,1839,True,True,77,3
823,394,65241,41,6590,24,575,True,True,89,68
824,591,62229,62,6585,48,1098,False,True,26,41
825,582,106652,29,10227,36,1793,False,True,55,37
826,368,148267,47,29278,12,724,True,True,39,51
827,310,138402,55,39814,24,2053,True,True,84,15
828,553,68364,48,13237,24,612,True,False,33,8
829,849,118833,53,16649,24,750,True,True,14,38
830,433,146503,36,38713,48,1756,False,True,56,83
831,322,149044,65,8927,36,1340,True,True,81,56
832,645,104878,62,46409,24,2314,True,True,21,47
833,601,77056,53,49766,24,1213,True,True,46,90
834,662,47490,47,47154,12,1606,False,True,16,10
835,695,147769,66,8016,12,624,True,False,16,78
836,517,39975,50,15027,36,1698,True,False,84,49
837,440,46723,35,49688,36,1592,True,False,29,41
838,509,43279,69,25142,60,1570,True,True,92,83
839,759,98301,66,47520,12,1383,True,True,8,30
840,655,132214,45,24545,60,1779,True,True,88,5
841,623,31561,64,32897,48,2250,False,True,3,95
842,432,127435,28,4167,60,529,False,True,89,71
843,426,86061,62,45757,24,780,True,True,19,83
844,405,108397,50,27917,60,1423,True,True,97,31
845,677,69153,34,23736,36,1760,True,True,66,52
846,350,53142,23,28990,48,1771,True,True,79,88
847,328,46916,21,15087,24,867,True,True,86,98
848,761,84324,37,23440,60,994,True,True,74,23
849,595,64965,65,36205,48,1548,True,True,82,48
850,596,145932,64,16275,48,2109,True,True,22,40
851,706,24648,44,6276,24,1217,True,True,46,6
852,704,55133,32,42627,60,2013,True,True,91,38
853,645,70677,23,41586,48,1516,True,True,13,41
854,719,116059,64,38496,48,2017,True,True,33,27
855,481,114588,31,20008,12,1837,True,True,5,75
856,300,119950,28,6738,48,1105,True,True,90,69
857,670,118317,56,33402,12,874,True,True,77,57
858,730,90135,26,6793,60,1138,True,True,27,17
859,608,55046,43,38291,60,2460,True,True,78,71
860,436,67064,33,6571,60,1548,True,False,24,91
861,501,121459,22,32331,36,1857,True,True,67,47
862,735,126625,69,17209,60,1878,True,True,63,79
863,612,89350,27,49014,48,615,True,True,94,13
864,416,65893,67,26394,24,547,True,True,99,11
865,543,121520,20,44148,12,2261,True,True,48,90
866,836,145818,30,26682,36,2301,True,True,63,86
867,374,81272,60,3224,60,598,True,False,78,92
868,685,112152,66,42157,60,1982,True,True,12,24
869,509,142907,47,49695,24,2046,True,True,28,93
870,774,87649,62,45452,24,2120,True,True,44,73
871,717,84674,23,44408,36,904,True,False,93,4
872,646,144132,34,33441,12,1737,True,True,43,46
873,828,139044,62,42430,60,1184,True,True,17,18
874,478,128542,68,40129,36,1402,True,True,40,43
875,481,33760,36,35716,48,1002,True,True,49,80
876,324,41927,59,45859,48,2244,True,True,85,33
877,479,106475,52,27586,36,1971,True,True,57,93
878,800,81367,63,45760,60,1393,True,True,87,10
879,460,117955,43,24478,36,2099,True,True,84,73
880,476,32588,68,7318,60,757,True,False,64,59
881,584,141750,22,29694,24,1343,True,True,75,31
882,362,121678,46,21180,36,620,True,False,57,28
883,455,124734,54,13180,60,1309,False,True,98,60
884,768,138154,37,34002,36,1477,True,True,74,3
885,348,72233,66,16372,36,553,True,True,74,55
886,383,64738,38,30796,60,1518,True,True,70,14
887,660,53397,27,25427,60,1854,True,True,88,58
888,447,102189,22,34290,12,1283,False,True,76,89
889,641,96367,53,29099,36,740,True,True,43,15
890,775,144873,23,46486,48,2278,False,True,23,2
891,362,91260,43,10821,36,2053,True,True,27,24
892,659,140585,21,6832,36,982,True,True,58,78
893,626,96619,56,13820,60,1512,True,True,37,64
894,440,131453,56,17211,36,686,True,True,6,71
895,514,39816,67,40890,36,2381,True,False,65,24
896,734,62240,52,6842,48,1155,True,True,6,27
897,617,26276,18,2316,60,761,True,True,50,37
898,331,133939,41,46968,36,1452,True,True,22,94
899,584,124199,53,18508,24,1887,False,True,88,91
900,604,99530,23,23005,12,990,True,False,25,39
901,728,43499,58,16206,48,930,True,True,79,63
902,776,108576,63,19971,36,738,True,True,90,79
903,585,128856,61,26599,24,803,True,True,72,26
904,443,102495,48,23056,36,797,False,True,51,65
905,723,141717,37,2378,36,575,True,False,88,4
906,318,91635,41,2519,60,2223,True,True,48,29
907,317,127803,42,23161,60,1856,True,True,70,1
908,670,105112,53,41703,60,2423,True,True,99,50
909,474,55946,38,39861,24,1498,True,True,65,86
910,493,75204,47,6355,36,2281,True,True,60,11
911,801,71886,41,10083,12,1141,True,True,46,74
912,412,91652,61,39342,48,1997,True,True,36,59
913,413,35563,59,21456,60,1326,False,False,58,62
914,521,112324,47,14324,60,2446,True,True,76,81
915,563,112464,39,3257,36,782,True,True,38,36
916,354,121872,45,28364,36,1090,False,True,11,56
917,757,29847,24,25972,24,571,True,False,12,90
918,461,46155,52,47179,24,1786,True,True,42,21
919,679,99671,45,27654,60,1202,True,True,39,13
920,386,136891,31,16233,36,2402,False,True,71,9
921,354,103310,27,16887,12,2410,True,True,11,11
922,775,87278,33,30320,48,2465,True,True,36,75
923,477,38309,33,21808,36,1074,True,True,52,70
924,690,20619,48,31154,36,1499,True,True,31,1
925,648,103194,59,35773,24,1391,True,True,33,70
926,307,70108,42,28747,48,511,True,True,13,77
927,612,54707,30,11860,60,640,True,False,18,86
928,742,40337,23,43838,36,2289,True,False,41,56
929,627,145261,61,43156,60,2078,False,True,58,31
930,353,101537,26,19156,36,516,True,True,56,86
931,538,86504,62,21360,60,1586,True,True,24,37
932,528,67614,53,19135,48,752,True,True,73,47
933,350,111428,60,26351,24,964,True,True,31,91
934,563,111155,37,31499,48,875,True,True,55,78
935,717,20281,35,48377,12,2327,True,True,10,47
936,395,47420,60,24554,24,1480,True,True,60,69
937,387,100896,38,20604,48,1019,True,True,2,58
938,377,59030,21,17923,12,2360,True,True,15,36
939,587,21058,67,48591,36,589,True,True,3,32
940,419,106213,50,9547,36,1219,True,True,43,98
941,790,96260,44,45283,60,1303,True,True,31,64
942,751,48404,24,34002,24,1295,True,True,70,71
943,799,123482,23,15562,36,1129,True,True,67,42
944,464,125284,32,8480,24,2384,True,True,56,48
945,481,49856,35,27672,36,1698,True,False,63,74
946,768,29200,49,5213,60,575,True,True,75,81
947,306,84178,28,11293,48,2136,True,True,15,30
948,629,53997,37,35441,60,1425,True,True,92,21
949,450,45611,41,3100,12,2186,True,False,10,60
950,384,139273,32,45617,36,899,False,False,38,13
951,446,61235,65,29172,12,2305,True,True,47,1
952,680,137428,24,21132,12,1469,False,False,57,65
953,847,55057,38,19199,24,1594,True,True,50,33
954,584,21239,59,37609,36,1703,True,True,71,38
955,381,123674,43,43965,12,1647,True,True,15,25
956,813,134474,61,9016,48,1904,True,True,18,26
957,822,85661,31,40779,12,1816,True,False,82,77
958,685,146945,54,38261,48,1296,True,True,88,59
959,770,65272,38,32881,24,694,True,False,2,92
960,418,109393,35,18058,12,2434,True,True,84,33
961,695,81212,22,25472,60,727,True,True,98,41
962,831,144088,20,42346,24,1954,True,True,43,30
963,560,35398,40,35926,48,2465,True,True,26,57
964,555,140030,43,35832,24,1959,False,True,71,49
965,525,76503,54,37021,12,2310,True,True,38,48
966,352,26638,41,25087,36,960,True,False,94,72
967,799,26570,66,13828,36,1117,True,True,42,49
968,805,88785,36,32128,48,1544,True,True,5,47
969,663,29110,68,2401,48,563,True,True,11,56
970,579,125899,42,20643,36,664,True,True,65,65
971,457,99141,38,16193,48,526,True,False,34,12
972,358,32115,29,27853,24,1834,True,True,1,69
973,427,59062,58,45864,60,1511,True,True,83,88
974,414,42911,50,21307,60,784,False,True,2,6
975,508,124061,67,37982,24,2183,True,True,85,89
976,825,52556,21,20611,60,780,True,True,20,65
977,820,98131,59,44791,12,1337,True,True,61,25
978,536,148335,24,12950,24,1330,True,True,87,1
979,580,21969,39,11704,48,1687,True,True,21,32
980,658,63753,50,44111,24,2421,True,True,88,3
981,500,102811,34,12867,36,1417,True,True,68,49
982,577,24470,41,3745,48,723,True,True,12,19
983,534,141863,51,4866,36,1283,True,True,22,60
984,793,30225,45,33245,48,1669,True,True,20,29
985,303,127860,60,45724,60,1464,True,True,82,50
986,741,143008,58,6818,24,1449,True,False,1,2
987,328,127510,56,49861,12,2391,True,True,30,73
988,408,128295,39,31116,48,1553,True,True,97,56
989,374,43196,66,16493,48,544,True,False,24,17
990,445,125823,34,29038,36,2310,True,True,14,60
991,427,33669,51,21447,60,970,True,True,36,36
992,341,57380,23,31431,36,533,True,True,69,61
993,655,144398,63,18908,36,1152,True,True,75,17
994,340,130677,23,30336,60,1950,True,True,24,49
995,333,135886,51,41992,12,1329,True,True,60,76
996,316,146753,18,5025,36,2409,True,False,95,60
997,452,68320,27,21093,36,720,True,True,55,20
998,677,67414,38,7155,48,2391,True,True,77,50
999,641,123542,22,47607,60,1033,True,True,80,3
1000,326,35577,19,34487,24,1191,True,True,24,43
